Date,Open,High,Low,Close,Adj Close,Volume
2022/12/06,165.300003,165.729996,158.190002,159.869995,159.84285,35269400
2022/12/07,157.720001,161.860001,156.669998,161.199997,161.172623,37238800
2022/12/08,162.729996,171.789993,159.589996,171.690002,171.660843,51545600
2022/12/09,171.600006,175.830002,169.75,170.009995,169.981125,46533800
2022/12/12,170.369995,175.380005,167.970001,175.350006,175.320236,45732800
2022/12/13,185.309998,187.899994,177.110001,180.720001,180.689316,65658900
2022/12/14,179.869995,182.520004,174.199997,176.740005,176.709991,49688800
2022/12/15,171.460007,173.199997,167,169.520004,169.491211,47854200
2022/12/16,168.639999,170.410004,164.100006,165.710007,165.68187,47823200
2022/12/19,165.720001,166.089996,161.449997,162.539993,162.51239,35403900
2022/12/20,160.639999,163.100006,158.520004,160.850006,160.822693,40326000
2022/12/21,161.139999,166.270004,161.020004,165.009995,164.981979,32502500
2022/12/22,160.940002,161.380005,148.820007,153.389999,153.363953,56504500
2022/12/23,151.960007,153.389999,148.830002,152.059998,152.03418,34932600
2022/12/27,150.740005,151,140.559998,141.210007,141.18602,46490200
2022/12/28,139.270004,142.619995,138.839996,140.360001,140.336166,35106600
2022/12/29,144.020004,146.830002,142.270004,146.029999,146.005203,35492300
2022/12/30,143.339996,146.289993,142.330002,146.139999,146.115189,31049000
2023/01/03,148.509995,149.960007,140.960007,143.149994,143.125687,40127700
2023/01/04,145.669998,148.529999,142.410004,147.490005,147.464966,43132400
2023/01/05,144.910004,145.639999,141.479996,142.649994,142.625763,38916800
2023/01/06,144.740005,150.100006,140.339996,148.589996,148.564758,40504400
2023/01/09,152.839996,160.559998,151.410004,156.279999,156.253464,50423100
2023/01/10,155.070007,159.619995,154.720001,159.089996,159.062988,38410100
2023/01/11,158.399994,160.279999,155.630005,160.009995,159.982819,35328500
2023/01/12,161,166.369995,154.919998,165.110001,165.08197,55140900
2023/01/13,162.779999,169.220001,161.649994,168.990005,168.961304,44728700
2023/01/17,168.990005,177.279999,168.990005,177.020004,176.989944,51110200
2023/01/18,176.669998,178.729996,172.820007,173.770004,173.740494,43962400
2023/01/19,170.360001,171.970001,167.309998,167.649994,167.621521,45293200
2023/01/20,170.110001,178.559998,168.25,178.389999,178.359711,56496700
2023/01/23,180.639999,192.449997,178.179993,191.929993,191.8974,65516300
2023/01/24,188.270004,194.949997,188.199997,192.649994,192.617279,49620400
2023/01/25,189.130005,193.699997,185.800003,193.229996,193.197189,44953700
2023/01/26,197.009995,201.660004,192.779999,198.020004,197.986374,48953500
2023/01/27,194.619995,206.279999,194.050003,203.649994,203.615417,54214200
2023/01/30,199.5,201.399994,191.5,191.619995,191.587448,48861100
2023/01/31,191.699997,196.869995,189.5,195.369995,195.336823,49801700
2023/02/01,196.910004,211.919998,196.110001,209.429993,209.394424,66047700
2023/02/02,210,219.490005,207,217.089996,217.053131,56427600
2023/02/03,210,217.449997,207.889999,211,210.964172,42936600
2023/02/06,208.059998,215.699997,207.860001,210.889999,210.854187,45219700
2023/02/07,213.820007,222.589996,211.5,221.729996,221.692337,66415000
2023/02/08,223.869995,228.779999,220.080002,222.050003,222.012299,55965100
2023/02/09,226.059998,230.199997,221.199997,223.369995,223.332062,52387600
2023/02/10,216.899994,220.779999,208.110001,212.649994,212.613876,55073700
2023/02/13,215.380005,220.479996,209.619995,217.880005,217.843002,47491900
2023/02/14,215.779999,230.490005,213.660004,229.710007,229.671005,67547400
2023/02/15,225.490005,228.550003,221.059998,227.639999,227.601349,42057500
2023/02/16,221.330002,225.5,219.270004,220.020004,219.982635,41202600
2023/02/17,216.309998,217.399994,209.75,213.880005,213.843689,46588800
2023/02/21,210,214.940002,206.179993,206.550003,206.514923,41001500
2023/02/22,207.070007,211.039993,204.210007,207.539993,207.504745,51318400
2023/02/23,234.399994,238.880005,230.25,236.639999,236.599808,111799500
2023/02/24,232.25,234.740005,229.470001,232.860001,232.820465,58971600
2023/02/27,236.699997,238.800003,234.539993,235.009995,234.970093,45299400
2023/02/28,233.720001,238.25,232.059998,232.160004,232.120575,45596300
2023/03/01,231.919998,232.559998,225.080002,226.979996,226.941452,46002600
2023/03/02,224.880005,233.800003,224.320007,233.139999,233.100403,38941500
2023/03/03,233.199997,239,231.300003,238.899994,238.859421,41239300
2023/03/06,238.910004,242.479996,234.869995,235.539993,235.5,43742900
2023/03/07,236,241.25,232.410004,232.880005,232.880005,51515400
2023/03/08,234.869995,242,234.240005,241.809998,241.809998,51357300
2023/03/09,241.75,244.539993,233.830002,234.360001,234.360001,50125700
2023/03/10,234.089996,236.270004,227.259995,229.649994,229.649994,47486600
2023/03/13,227.520004,232.979996,222.970001,229.660004,229.660004,42189000
2023/03/14,234.960007,242.190002,234.600006,240.630005,240.630005,47491000
2023/03/15,237.610001,242.860001,233.600006,242.279999,242.279999,52448600
2023/03/16,240.270004,255.880005,238.940002,255.410004,255.410004,58325300
2023/03/17,259.820007,263.98999,256.679993,257.25,257.25,84854700
2023/03/20,256.149994,260.23999,251.300003,259,259,43274700
2023/03/21,261.799988,263.920013,253.809998,261.98999,261.98999,54740800
2023/03/22,264.25,275.890015,262.369995,264.679993,264.679993,79729500
2023/03/23,271.149994,274.98999,266.899994,271.910004,271.910004,56488900
2023/03/24,270.309998,271.670013,263.549988,267.790009,267.790009,45492000
2023/03/27,268.369995,270,263.649994,265.309998,265.309998,36102600
2023/03/28,264.470001,265.130005,258.5,264.100006,264.100006,35610400
2023/03/29,268.25,270.779999,265.970001,269.839996,269.839996,39369400
2023/03/30,272.290009,274.98999,271.019989,273.829987,273.829987,36451600
2023/03/31,271.399994,278.339996,271.049988,277.769989,277.769989,43393300
2023/04/03,275.089996,280,273.359985,279.649994,279.649994,39871600
2023/04/04,279.660004,280,273.070007,274.529999,274.529999,36859200
2023/04/05,268.290009,269.980011,263.950012,268.809998,268.809998,51501500
2023/04/06,265.839996,270.799988,264.269989,270.369995,270.369995,39765400
2023/04/10,268.230011,276.209991,266.690002,275.790009,275.790009,39527900
2023/04/11,277.23999,277.899994,271.26001,271.690002,271.690002,31437800
2023/04/12,273.700012,274.679993,264.480011,264.950012,264.950012,44625900
2023/04/13,267.339996,268.869995,263.290009,264.630005,264.630005,35361500
2023/04/14,265.040009,268.829987,262.200012,267.579987,267.579987,39566000
2023/04/17,265.649994,270.059998,264.329987,270.019989,270.019989,32147100
2023/04/18,275.329987,281.100006,273.570007,276.670013,276.670013,60481200
2023/04/19,273.609985,280,272.320007,279.309998,279.309998,35866000
2023/04/20,276.709991,280.299988,270,271.040009,271.040009,42771300
2023/04/21,269.519989,271.829987,267.220001,271.190002,271.190002,34510300
2023/04/24,270.130005,273.660004,266.709991,270.420013,270.420013,33928200
2023/04/25,270.779999,272.470001,262.25,262.410004,262.410004,37852700
2023/04/26,270.019989,273.299988,267.049988,269.559998,269.559998,40633700
2023/04/27,273.630005,274.950012,266.25,272.26001,272.26001,37716100
2023/04/28,272.25,277.579987,270.709991,277.48999,277.48999,29168700
2023/05/01,278.399994,290.579987,277.799988,289.100006,289.100006,57032900
2023/05/02,286.799988,288.359985,280.829987,282.100006,282.100006,40273000
2023/05/03,278.399994,283.670013,274.720001,278.019989,278.019989,38338700
2023/05/04,276.51001,278.589996,272.399994,275.619995,275.619995,32185000
2023/05/05,278.26001,287.549988,277.309998,286.799988,286.799988,36101400
2023/05/08,285.220001,292.200012,283.5,291.51001,291.51001,34497900
2023/05/09,288.98999,289.730011,284.5,285.709991,285.709991,31486900
2023/05/10,290.049988,291.130005,284.609985,288.850006,288.850006,36935000
2023/05/11,288.959991,289.5,282.459991,285.779999,285.779999,32214900
2023/05/12,285.290009,287.799988,280.459991,283.399994,283.399994,27402700
2023/05/15,285.079987,289.690002,281.519989,289.529999,289.529999,29351600
